index,video_id,url,title,duration,duration_seconds,views,upload_date,channel
24,t-CANYpO-JA,https://www.youtube.com/watch?v=t-CANYpO-JA,즉석인절미 만나 Manna (즉석 1분 인절미) 떡 광고.,0:31,31,340,,투플러스 TV
25,x6hi6orUnBs,https://www.youtube.com/watch?v=x6hi6orUnBs,[1분광고] 미쿡미트마켓 매장용 영상,1:00,60,320,,영상편집의교과서
26,VPi2nd9N9oQ,https://www.youtube.com/watch?v=VPi2nd9N9oQ,공급사를 위한 유일한 광고 플랫폼 광고꾹! 1분 간단 소개 영상,1:01,61,591,,광고꾹
27,CtbPQ72A_ac,https://www.youtube.com/watch?v=CtbPQ72A_ac,[성남CCC] 야나두 광고 패러디 1분,1:09,69,901,,성남CCC WBS-Wish Broadcasting Seongnam
28,pMc-uYIB7nI,https://www.youtube.com/watch?v=pMc-uYIB7nI,로스트아크 1분 광고,1:04,64,813,,씨네여행자
29,ceaL-Rp3CQ8,https://www.youtube.com/watch?v=ceaL-Rp3CQ8,1분 광고_펩시 제로,1:01,61,23,,1분광고
30,72pl_kBf9W8,https://www.youtube.com/watch?v=72pl_kBf9W8,TVCF 공익광고협의회   社會共同體윤아름 1분의 배려편 2006 01 20,0:38,38,90860,,大鳥智博
31,P-vhNw1gsHo,https://www.youtube.com/watch?v=P-vhNw1gsHo,(2021 강릉광고 1분 영상 공모전 수상작) 강릉이 밀려온다,1:25,85,1362,,강릉시
32,bfyzE3zhqk0,https://www.youtube.com/watch?v=bfyzE3zhqk0,"[QOD KOREA] 1분광고 ""개털보다 못한 내머리""",1:01,61,6406,,QOD Korea
33,ueZA_2S6qMs,https://www.youtube.com/watch?v=ueZA_2S6qMs,늘해랑반공익광고-하루 배려 1분 광고 #하율,0:34,34,36,,덕쌤
34,5VcX-0Mys-Y,https://www.youtube.com/watch?v=5VcX-0Mys-Y,2021 강릉광고 1분 영상 공모전_The scent of Gangneung,1:02,62,669,,데이필름 DAY FILM
35,ecavLRnyI_A,https://www.youtube.com/watch?v=ecavLRnyI_A,2021 강릉광고 1분영상 공모전_일곱색깔 무지개 향기에 취하다!,1:26,86,470,,CCB방송(시ㆍ시ㆍ비ㆍ비)
36,K-1R3YM9JZ4,https://www.youtube.com/watch?v=K-1R3YM9JZ4,"폭풍 성장 중인 AI 광고 기업, 와이즈버즈! 1분 만에 핵심 정리 #투자정보 #주식 #1분기업",0:59,59,1110,,1분기업
37,77tEJQRgFGA,https://www.youtube.com/watch?v=77tEJQRgFGA,[1분 영상] 4조 광고패러디(9기),1:06,66,270,,팝콘영화제작소
38,4r5GN-l095M,https://www.youtube.com/watch?v=4r5GN-l095M,2021 강릉광고 1분 영상 공모전_강릉을 향香하다_파릇해즈,1:04,64,257,,파릇해즈PARTEZ
39,z84RaEq6TMU,https://www.youtube.com/watch?v=z84RaEq6TMU,활명수가 만든 독립 운동 광고가 있다? [#1분정보],1:00,60,899,,휴넷TV
40,_4PN9JE7Kug,https://www.youtube.com/watch?v=_4PN9JE7Kug,210926_청년대학부 1분 광고,0:57,57,588,,세계로TV
41,OkGIi_Ed6Rk,https://www.youtube.com/watch?v=OkGIi_Ed6Rk,파쿠르 광고 찍었어요! | 파이어진 1분 광고,0:52,52,468,,SEONUNG
42,p7cvTVFOuaY,https://www.youtube.com/watch?v=p7cvTVFOuaY,해가찬 아로니아 광고 (1분),1:02,62,105,,intv 생활정보 전국 네트워크 채널 02-463-3698
43,4FoZ-Q8o5gI,https://www.youtube.com/watch?v=4FoZ-Q8o5gI,2021학년도_2학년 학생 작품_공익광고 [1분의 3은 분리배출]_하이라이트,1:08,68,78,,용인예술과학대학교 방송영화제작과
44,aw_YYGbF4ww,https://www.youtube.com/watch?v=aw_YYGbF4ww,휴앤컴퍼니 사업 기회 1분 광고/ Ellen Lee 1-551-775-3599,1:00,60,25,,Ellen Lee
45,DW5mUkQi8Mo,https://www.youtube.com/watch?v=DW5mUkQi8Mo,[몽몽드] #SNS 인스타및페이스북 1분 짜리 광고 영상촬영 편집편,0:58,58,47,,Mon[몽]MonDe[몽드]
46,OCwCveXyuTM,https://www.youtube.com/watch?v=OCwCveXyuTM,210919_청년대학부 1분 광고,0:57,57,238,,세계로TV
47,twM1rB9ltsQ,https://www.youtube.com/watch?v=twM1rB9ltsQ,히어로클럽 광고 영상 (1분),1:04,64,226,,BrainTV
48,429_X963Hcc,https://www.youtube.com/watch?v=429_X963Hcc,광고 1분 영상,1:01,61,2,,은영이의 생각
49,B7ZLkA4V7PI,https://www.youtube.com/watch?v=B7ZLkA4V7PI,광고 이디코리아 1분웹용 0207,1:01,61,2831,,idi Korea (이디화장품)
50,zRRB6VQmyzs,https://www.youtube.com/watch?v=zRRB6VQmyzs,여상구의 광고(1분),1:03,63,14,,여상구TV(520주년)
51,fImUaBQyrsI,https://www.youtube.com/watch?v=fImUaBQyrsI,천유작 1분 홍보영상 (애플 아이폰7 광고 'Don't Blink' 패러디),0:59,59,1432,,천유작
52,qfmw6bP0suU,https://www.youtube.com/watch?v=qfmw6bP0suU,회사광고1분,1:01,61,254,,지상면
53,-3yKWVCNMcw,https://www.youtube.com/watch?v=-3yKWVCNMcw,(1분광고)100일 도전 금연 플래너 빅사이즈,0:59,59,94,,40대의전성기
54,O_3lv-Bys3g,https://www.youtube.com/watch?v=O_3lv-Bys3g,지상파 중간광고 1회당 1분 이내로 규제,1:21,81,160,,뉴스토마토
55,PTsBg5vUqLA,https://www.youtube.com/watch?v=PTsBg5vUqLA,1분광고,1:12,72,1759,,premiere testtest
56,yTBi-cGfT3s,https://www.youtube.com/watch?v=yTBi-cGfT3s,[1분 광고] 애터미 혈당컷 여주 | 식후 혈당 관리 ,1:02,62,20,,균형잡힌삶TV
57,kcpaAShwMc0,https://www.youtube.com/watch?v=kcpaAShwMc0,"1분 맛집]#유료광고 왕뚜껑 사이다..?과일이 진짜로  들어있는 제로 칼로리, 팝업사이다",0:43,43,674,,허니림의 꿀미담
58,Xg4hL5D21PY,https://www.youtube.com/watch?v=Xg4hL5D21PY,"루스트플레이스 『TV광고영상, 홍보영상』 (1분 버젼)",1:03,63,2886,,제주영상제작 일픽셀
59,AAv94DccumM,https://www.youtube.com/watch?v=AAv94DccumM,미세먼지차단 방충망 오투클린 1분 TV광고(1 minute ad video of fine dust screen),1:08,68,425,,에어퓨 진방
60,VObLmcBEljo,https://www.youtube.com/watch?v=VObLmcBEljo,[광고]👉 9월 20일 1분 경영학｜현대차 현지화 & 삼성·LG 디자인 경쟁력,0:37,37,1222,,숨과 쉼
61,9amx7rtqKso,https://www.youtube.com/watch?v=9amx7rtqKso,[하이트 제로 광고 1분 ver.] 우리는 제로를 마신다!,1:07,67,70,,나린의 포트폴리오
62,tB0DxhYZ9cM,https://www.youtube.com/watch?v=tB0DxhYZ9cM,참기름 들기름 180ml  추석선물용 광고 1분,1:03,63,28,,슈퍼마린 이성열
63,v8cl3gpD7QE,https://www.youtube.com/watch?v=v8cl3gpD7QE,1분 만에 본인 광고 7개 연달아 홍보하는 카리나,0:54,54,1668278,,카리나 귀여워
64,cA5Rmkf2gAY,https://www.youtube.com/watch?v=cA5Rmkf2gAY,메이플힐즈 TV 광고영상 1분 FULL 영상,1:01,61,452,,JYnetwork TV ::제이와이네트워크::
65,jPNNMQkvljY,https://www.youtube.com/watch?v=jPNNMQkvljY,순천아랫장 동천홍어 1분광고,1:09,69,431,,순천아랫장
66,6zafxraenxs,https://www.youtube.com/watch?v=6zafxraenxs,가보건강침대｜1분 광고영상｜[가보TV],1:04,64,2096,,가보건강침대
67,hY0q6p2J9pA,https://www.youtube.com/watch?v=hY0q6p2J9pA,쎄니팡  1분 광고,1:01,61,515,,(주)쎄니팡
68,eL2c6OBfPso,https://www.youtube.com/watch?v=eL2c6OBfPso,허경영 1분 광고,1:00,60,19,,마로미로
69,uGXlKDEbtdk,https://www.youtube.com/watch?v=uGXlKDEbtdk,청호나이스 1분 광고 온에어!,1:01,61,5328,,윤희선
70,QVamBqx1ric,https://www.youtube.com/watch?v=QVamBqx1ric,[광고제작수업]비콘그라운드 1분 광고,1:01,61,160,,동명대학교 광고홍보학과
71,lwsaKqny7w0,https://www.youtube.com/watch?v=lwsaKqny7w0,이창훈의 쑥건향초 1분 광고(B),1:02,62,348,,한국금연과학
72,FlDPsMAw3G0,https://www.youtube.com/watch?v=FlDPsMAw3G0,인생의 봄날,1:00,60,461956,,1분 뮤지컬
73,uSle__iQMj4,https://www.youtube.com/watch?v=uSle__iQMj4,재활프로그램 광고 1분,1:01,61,1039,,육상토탈매니지먼트 런투보은
74,zcLrz-k-TwQ,https://www.youtube.com/watch?v=zcLrz-k-TwQ,오앤에스_무르벤_1분 광고 /  O N S _ Muruben _ 1minute,1:01,61,289,,O.N.S. Company
75,MfIT4EWxx2M,https://www.youtube.com/watch?v=MfIT4EWxx2M,[파이브지티] 문 앞에 온 첨단 바이럴 광고 한국어자막 1분,0:59,59,544,,Gyutaek Jeong
76,spvLMjS6B1c,https://www.youtube.com/watch?v=spvLMjS6B1c,스튜디오 루다 / APARTMENT8 / 광고영상 세로버전(1분 내외),0:57,57,48,,홍근화이팅
77,DeaJjug_xD4,https://www.youtube.com/watch?v=DeaJjug_xD4,유투브 1분광고 이벤트 안내 일자리아이템 쇼츠 광고 선착순모집#감사 #건강 #배움 #도전 #부업 #일자리 #광고,1:01,61,274,,일자리연구원
78,gRz4tjjhDwc,https://www.youtube.com/watch?v=gRz4tjjhDwc,2021 강릉광고 1분 영상 공모전_강릉NLife,1:30,90,715,,볼브렉피쉬_bowlbreakfish
79,YjWWKUTQvuw,https://www.youtube.com/watch?v=YjWWKUTQvuw,🇰🇷 프랜차이즈 창업 콘텐츠 광고 '골목창업' 1분 소개영상,0:52,52,16853,,인싸맨 _ INSIGHT MAN
80,LdhVOQY9o-A,https://www.youtube.com/watch?v=LdhVOQY9o-A,"1분 무료 광고  - “피부를 바꾼다는 그 성분, 공개 #피부관리  #엑소좀앰플 #화장품 #피부관리#피부재생 #코스메틱 #cosmetic #고기능성화장품#리슈닉엑소좀앰플",0:30,30,30,,올오브광고주
81,tlvA4pI7xOc,https://www.youtube.com/watch?v=tlvA4pI7xOc,"[1분 TV광고]  ""갈등, 혐오, 편가르기 없는 하나된 대한민국. 하나된 에너지로 세계주도 대한민국을 만들겠습니다""",1:00,60,6,,우리가언론사 나도기자단
82,ltQKsbO6Z_c,https://www.youtube.com/watch?v=ltQKsbO6Z_c,아시아나항공  탑승객을 찾습니다(광고 1분 1초),1:01,61,91,,자동차와버스매니아TV
83,uUC9T0yCNEU,https://www.youtube.com/watch?v=uUC9T0yCNEU,(1분광고)뉴본(New Born) 구리 항균 시트,0:59,59,108,,40대의전성기
84,TnEp6sFNsOI,https://www.youtube.com/watch?v=TnEp6sFNsOI,[전주문화재야행] #거리의화공 1분 광고,0:59,59,2371,,전주국가유산야행
85,x-Z1cXF-sSI,https://www.youtube.com/watch?v=x-Z1cXF-sSI,[두써킷] 운동센터 셀프PT (1분 광고 영상),1:01,61,113,,스마트핏코리아
86,VL-lxfoT5Ss,https://www.youtube.com/watch?v=VL-lxfoT5Ss,2021 강릉 광고 1분 영상 공모전 _ Gangneung with you,1:09,69,185,,토리와 우디의 웅생활
87,_p4Bf0toP4s,https://www.youtube.com/watch?v=_p4Bf0toP4s,"""SNS, 미국 청소년 대상 연 110억 달러 광고 수입""[1분뉴스]",0:56,56,40,,한경닷컴
88,RijNUW6gQcM,https://www.youtube.com/watch?v=RijNUW6gQcM,청담물갈비 1분영상(sns용 광고영상),1:01,61,933,,엉클필름
89,YOmEGKig7io,https://www.youtube.com/watch?v=YOmEGKig7io,[생활] 1분 광고멸치TV,1:01,61,184,,이태영
90,G2dkLMx0WyU,https://www.youtube.com/watch?v=G2dkLMx0WyU,블랙스미스광고촬영 1분,1:01,61,992,,훈!
91,QA3h44dptMk,https://www.youtube.com/watch?v=QA3h44dptMk,[1분 공익광고] '줬다 뺏는 기초연금' 2탄,0:59,59,2094,,내만복
92,so-ssuoALJ4,https://www.youtube.com/watch?v=so-ssuoALJ4,1분 맛집] #광고 30억보장!150억 투입! 진짜 맛있는 어린이 프로바이오틱스 추천,0:49,49,268,,허니림의 꿀미담
93,yi8ErrnSSP4,https://www.youtube.com/watch?v=yi8ErrnSSP4,1분 광고에 35억 쓴 소니,0:55,55,25842,,쑈옷
94,oGnQswjVwFg,https://www.youtube.com/watch?v=oGnQswjVwFg,"(스마트스토어) “리워드 광고의 구조와 리스크, 1분 요약”_쇼츠",0:47,47,0,,스마트스토어 스스로 
95,o5O-gL8RVpk,https://www.youtube.com/watch?v=o5O-gL8RVpk,[2022 1분 공익광고] 3조 짱쎼조 _ 배려로 내일을,1:08,68,483,,수원과학대학교 멀티미디어디자인학과
96,oNgR33x0kqU,https://www.youtube.com/watch?v=oNgR33x0kqU,나이키광고 1분을 위해 모델이 신발을 몇번 갈아신었을까,1:01,61,516,,세상의 모든 광고:세모광All About Advertising
97,_N61BNd9bp8,https://www.youtube.com/watch?v=_N61BNd9bp8,2021 강릉광고 1분영상 공모전,1:13,73,813,,강릉시
98,QioGlcP55BE,https://www.youtube.com/watch?v=QioGlcP55BE,늘해랑반공익광고-하루 배려 1분 광고 #설주 #윤채,0:31,31,55,,덕쌤
99,uJpRTAAnBRw,https://www.youtube.com/watch?v=uJpRTAAnBRw,[1분하이라이트] 광고에 연예인이 나오는 이유는 무엇일까? | #shorts | 한국심리학회 KPA,1:00,60,309,,한국심리학회 KPA
100,M5ojJfvIWPI,https://www.youtube.com/watch?v=M5ojJfvIWPI,핫초코 미떼 광고 1분 버전,1:03,63,29,,zi존승현짱v
101,tJK1PciQ-i0,https://www.youtube.com/watch?v=tJK1PciQ-i0,2021 강릉광고 1분 영상 공모전_강릉펑크,0:53,53,335,,마채영
102,fgD-kZgWva4,https://www.youtube.com/watch?v=fgD-kZgWva4,"[광고][8.26일 1분 경영학] 삼성·SK·현대차, 미국서 트럼프와 빅딜 노린다",0:33,33,1103,,숨과 쉼
103,qtUsQD_tBIs,https://www.youtube.com/watch?v=qtUsQD_tBIs,[tbs 희망광고] 기아자동차 초록여행 CF 메이킹영상(1분),1:01,61,158,,그린라이트
104,4lMXJt_FNLg,https://www.youtube.com/watch?v=4lMXJt_FNLg,20201030 LG U+ 통신플래너 광고 (1분),1:01,61,403,,이환석 감독
105,J5wSGuXZjqg,https://www.youtube.com/watch?v=J5wSGuXZjqg,시셀코리아 포스핏 1분 광고,1:02,62,31,,리빌
106,RNDQcyI7ZPM,https://www.youtube.com/watch?v=RNDQcyI7ZPM,[베스트솔루션] 여성아이병원 '매일(Everyday Basic)'  광고콘텐츠 1분 영상,1:01,61,10,,베스트솔루션
107,BxNoqCDXTPk,https://www.youtube.com/watch?v=BxNoqCDXTPk,대한지장회 케이블 광고 1분 [삼송E&M],1:01,61,325,,삼송E&M
108,ADrEM8Odtb0,https://www.youtube.com/watch?v=ADrEM8Odtb0,(1분광고)2021 포스터 플래너 빅사이즈,1:04,64,192,,40대의전성기
109,vKXbl4K7Uqk,https://www.youtube.com/watch?v=vKXbl4K7Uqk,"[4K] 2021 강릉광고 1분 영상 공모전_하슬라, 너와 함께 떠나는",1:30,90,503,,WUGOTTHESWAG
110,GZ0lI8aU-TI,https://www.youtube.com/watch?v=GZ0lI8aU-TI,4K 【㉭】  m-net 채널광고 1분,1:11,71,552,,홍픽쳐스
111,trtwmP9cR2M,https://www.youtube.com/watch?v=trtwmP9cR2M,광고 1분 21초,1:22,82,1,,하루 1분
112,1NdeqTudyVM,https://www.youtube.com/watch?v=1NdeqTudyVM,2021 강릉광고 1분 영상 공모전_꿈꾸고 싶은 강릉,1:30,90,183,,전끼리(전끼리)
113,dDU0iakj40k,https://www.youtube.com/watch?v=dDU0iakj40k,젠코 솔라매트 휴 1분 광고.mpg,1:06,66,152,,김재기
114,WX7BTzC22aQ,https://www.youtube.com/watch?v=WX7BTzC22aQ,[1분 마케팅 사전] 마케팅 용어 배너광고를 제대로 알아보자! #온라인마케팅 #마케팅용어 #배너광고 #shorts,0:46,46,556,,마케팅학교 | AMPM global
115,e4dd-OgS-G4,https://www.youtube.com/watch?v=e4dd-OgS-G4,"[양평부추축제] 양동면 1분 홍보영상(광고,CF) - 장스프로덕션 감독 장형관",1:01,61,397,,JANG'S PRODUCTION
116,FntoSJ65tt8,https://www.youtube.com/watch?v=FntoSJ65tt8,CASPER 유혹은 이렇캐 ep 3 Engine 1(광고 1분 12초),1:12,72,9,,자동차와버스매니아TV
117,1v34CJXEsL0,https://www.youtube.com/watch?v=1v34CJXEsL0,"[정혜림의 1분] ""박근혜 정부 들어 종편 정부 광고 급증""",1:28,88,284,,민중의소리 MediaVop
118,xhG-m2rOO-c,https://www.youtube.com/watch?v=xhG-m2rOO-c,김해시 도시브랜드 광고 1분 Full ver,1:09,69,373,,mix media
119,5z1d-O_wYUI,https://www.youtube.com/watch?v=5z1d-O_wYUI,공익광고 1분을 넘지않고 할수있는일 실천,0:57,57,68,,동렬쌤
120,EVXKU8RPh7o,https://www.youtube.com/watch?v=EVXKU8RPh7o,알바 구인 허위 광고는 신고가 가능할까요? #1분법률 #법률상식 #변호사,0:46,46,794,,한장헌 변호사의 승썰TV
121,czYCz-n_9JA,https://www.youtube.com/watch?v=czYCz-n_9JA,2021 강릉광고 1분 영상 공모전_BLUEWAY GANGNEUNG,0:37,37,32,,빈츠 녹차맛
122,dLW7Y-IwsH0,https://www.youtube.com/watch?v=dLW7Y-IwsH0,자꾸 밈으로 광고를 만드는 이유 [#1분정보],1:00,60,625,,휴넷TV
123,YM4sOKL7mW8,https://www.youtube.com/watch?v=YM4sOKL7mW8,늘해랑반공익광고-하루 배려 1분 광고 #소율,0:31,31,55,,덕쌤
124,g_1ysC8oBDY,https://www.youtube.com/watch?v=g_1ysC8oBDY,블랙홀 1분광고,1:01,61,896,,INSUCO
125,TWYiUqrJBqc,https://www.youtube.com/watch?v=TWYiUqrJBqc,페이스북 광고 1분 미만 - 광고 경매 설명,0:59,59,586,,프리랜서 마케터 - 페이스북 광고 TV
126,O-pD67aU3EI,https://www.youtube.com/watch?v=O-pD67aU3EI,2021 강릉광고 1분 영상 공모전_강릉에 있다,1:18,78,434,,손오공
127,gT61vLtlusQ,https://www.youtube.com/watch?v=gT61vLtlusQ,[광고] KBS 성우 김용 - 무신사tv 1분 코디법 (바지팬츠 롤업),1:05,65,233,,김용
128,HE7i8e9MSRg,https://www.youtube.com/watch?v=HE7i8e9MSRg,[1분광고] 굿데이핏 압박 스타킹,0:57,57,126,,영상편집의교과서
129,kifGeaOcEg4,https://www.youtube.com/watch?v=kifGeaOcEg4,[광고] 9월 10일 1분 경영학 LG엔솔 전세기 귀국 · 현대차 콘셉트 쓰리 · 기아 EV2,0:34,34,674,,숨과 쉼
130,FG_nzqkjIhA,https://www.youtube.com/watch?v=FG_nzqkjIhA,20191206 인스타페이 광고 1분 (기획 촬영 편집),0:51,51,91,,이지현
131,jJt_XPShCvs,https://www.youtube.com/watch?v=jJt_XPShCvs,나만몰랐던 아기방 조명등 #1분광고 #아기방조명,0:36,36,24,,1분광고
132,NxKjg2xKuY0,https://www.youtube.com/watch?v=NxKjg2xKuY0,"[광고]8.22일 1분경영학 | 트렌드 vs 혁신, K-기업의 글로벌 확산 🌍✨",0:31,31,248,,숨과 쉼
133,yiMGm53UUW8,https://www.youtube.com/watch?v=yiMGm53UUW8,공모전 출품작! 무.꽃.피 in 강릉 [2021 강릉광고 1분 영상 공모전],1:01,61,284,,REDCAMEL
134,1qZ5qWG6tak,https://www.youtube.com/watch?v=1qZ5qWG6tak,J&H 프라임와인_TV 1분 광고,1:08,68,6,,카젤더블유
135,T5CwkxIk4IA,https://www.youtube.com/watch?v=T5CwkxIk4IA,양심의 소리_공익광고(1분영화),1:21,81,192,,효튜브
136,K7_WUJN2COU,https://www.youtube.com/watch?v=K7_WUJN2COU,RAYBLELON SNS광고 1분.ver,1:01,61,116,,RAYBLELON 레이블론
137,_X83INgJJvs,https://www.youtube.com/watch?v=_X83INgJJvs,로또..ㄷㄷ당 첨 ! [김현철의1분광고]_쇼츠광고의원조,1:13,73,3938,,현마에스토어_ [개그맨김현철]
138,8j4MqvfKS9o,https://www.youtube.com/watch?v=8j4MqvfKS9o,1분 광고영상,1:17,77,21,,Russko Mj
139,KZfT0Aye4ak,https://www.youtube.com/watch?v=KZfT0Aye4ak,1분 마케팅 01#마케팅#마케팅전략#1분마케팅#광고#홍보,0:42,42,49,,영 선배의 핵꿀팁
140,sxDb-uIu7y0,https://www.youtube.com/watch?v=sxDb-uIu7y0,#유료광고 라면이 1분 컷?! 닥터하우스 1구 인덕션 실화,0:39,39,348,,런던드림[LearnDoneDream]
141,8ThJRpmNSeQ,https://www.youtube.com/watch?v=8ThJRpmNSeQ,키네마스터로 1분 광고 만들기,1:06,66,1463,,대영상시대
142,mBrrko2NbuQ,https://www.youtube.com/watch?v=mBrrko2NbuQ,"2021 강릉광고 1분영상 공모전 - 일상이 여행지, 강릉",1:09,69,674,,취미 부장들
143,0zF_UKYNP2E,https://www.youtube.com/watch?v=0zF_UKYNP2E,(1분광고)뉴본(New Born) 구리 항균 마스크케이스 지퍼형,0:55,55,138,,40대의전성기
144,8MKgVmsYsWU,https://www.youtube.com/watch?v=8MKgVmsYsWU,악마의 광고 (1/2) #1분묵상,0:56,56,389,,신앙은 이벤트가 아닙니다. 충만교회
145,z7OXA9G9IvM,https://www.youtube.com/watch?v=z7OXA9G9IvM,광고 마케팅 용어 1분 과외 #온라인마케팅 #마케팅전략 #티타임클래스,0:47,47,144,,와디즈 메이커센터
146,rLNny3kV3yE,https://www.youtube.com/watch?v=rLNny3kV3yE,뇽뇽이들이 만드는 사이버폭력예방 1분 광고,1:01,61,224,,빵쌤과 함께 그려요
147,RKO-mSGP2aY,https://www.youtube.com/watch?v=RKO-mSGP2aY,"방심위, SNS 유명인 사칭 허위 광고 막는다 [1분뉴스]",0:58,58,40,,한경닷컴
148,ZJ7sW_TiOcs,https://www.youtube.com/watch?v=ZJ7sW_TiOcs,광고 보시면 깎아드려요 | 뉴닉 1분 뉴스 2023.11.1 수 | feat.클로바더빙,0:34,34,63,,뉴닉NEWNEEK
149,-OclAyzCgBk,https://www.youtube.com/watch?v=-OclAyzCgBk,"1분 30초의 여유, 최자혜 출연 에스컬레이터 안전 캠페인 광고, 승강기",0:41,41,8493,,easoongi
150,kDx1y2A_oC8,https://www.youtube.com/watch?v=kDx1y2A_oC8,2021 강릉광고 1분 영상 공모전 출품작 '강릉에선 가능해',1:12,72,408,,러너웨이 Runner Way
151,4Dn1vLvVku8,https://www.youtube.com/watch?v=4Dn1vLvVku8,순천아랫장 순천수산 1분광고,1:09,69,135,,순천아랫장
152,z9tflYFUGx0,https://www.youtube.com/watch?v=z9tflYFUGx0,2021 강릉광고 1분 영상 공모전_GO강릉_나온,0:45,45,135,,미넴 play team(pt)
153,sIUf6_CVbfc,https://www.youtube.com/watch?v=sIUf6_CVbfc,2021 강릉광고 1분영상 공모전 - You Ready,0:43,43,154,,김은실 Art Fun
154,BDfzQjEXMIs,https://www.youtube.com/watch?v=BDfzQjEXMIs,2021 강릉광고 1분 영상 공모전 | 'One Day Gangneung',0:51,51,303,,서지유
155,jgjYVwZty7M,https://www.youtube.com/watch?v=jgjYVwZty7M,Group 5 - Commercial Video - C2,1:01,61,36838,,Percy
156,o-Ikkh5oxuo,https://www.youtube.com/watch?v=o-Ikkh5oxuo,Every Table Has A Story,1:00,60,2749032,,Starbucks UK
157,aP2up9N6H-g,https://www.youtube.com/watch?v=aP2up9N6H-g,Pringles | Stuck In :30,0:31,31,23291828,,Pringles U.S.
